row,id,product,section,serial,slug,canonical_path,title,primary_keyword,body_chars,body_sha256,old_baseline_verdict,new_verdict,preliminary_verdict,issue_codes,user_role,search_situation,real_question,quick_answer,natural_tone,actionable_next_step,batch,gemini_reason,gemini_evidence
22,THEME-LIFE-03,fortune,life-direction,life-direction-0003,life-direction-0003,/articles/life-direction/life-direction-0003,塔羅怎麼整理人生方向？先把大問題切成下一步,人生方向塔羅,1552,9b28fecb2f85aa880eb14b19fd76fc269c13add71d6dcf00c9be22111f4e8742,BASELINE_ONLY_NOT_EVIDENCE,GEMINI_REWRITE,KEEP,NONE,想用命盤、八字或紫微整理人生課題的一般讀者,搜尋「人生方向塔羅」時，想先搞懂單一概念可看什麼，不想被玄學術語淹沒。,這個命盤概念能提供哪個觀察角度，哪些仍要回到完整個人資料？,PARTIAL,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_005,雖具備明確的下一步與情境設計，但全文嚴重堆砌關鍵字，句型重複且充滿 AI 模板感，建議重新改寫以恢復自然口吻。,"[{""code"":""KEYWORD_STUFFING"",""evidence"":""文中出現超過十次「人生方向塔羅」，甚至包含「人生方向塔羅出現停滯」等硬塞句型，嚴重破壞閱讀流暢度。""},{""code"":""ROBOTIC_TONE"",""evidence"":""段落骨架高度重複，大量使用「當你...」「如果...」的條件式說教開頭，缺乏真人分享經驗的對話溫度。""}]"
23,THEME-WEALTH-03,fortune,wealth,wealth-0003,wealth-0003,/articles/wealth/wealth-0003,存不住錢怎麼辦？先看花錢模式與安全感,存不住錢,444,de730c0988f0fba5da0b42c9d3b8dae7ff641467451a883ca3ae05157d397c67,BASELINE_ONLY_NOT_EVIDENCE,GEMINI_REWRITE,HUMAN_LIGHT_EDIT,SHORT_BODY|LOW_SCENARIO_DENSITY,想用命盤、八字或紫微整理人生課題的一般讀者,搜尋「存不住錢」時，想先搞懂單一概念可看什麼，不想被玄學術語淹沒。,這個命盤概念能提供哪個觀察角度，哪些仍要回到完整個人資料？,YES,PENDING_GEMINI_REVIEW,先分清收入、支出、風險感與安全感，不把文章當成投資建議。,reviewer_batch_005,篇幅過短且內容空泛，未經鋪陳即生硬置入人格與命盤概念，缺乏針對財務焦慮的實作細節，無法有效回應讀者需求。,"[{""code"":""SHORT_BODY"",""evidence"":""全文僅三個小節，結構單薄，未能針對「收入不夠、支出失控」等具體原因給予充分探討。""},{""code"":""LOW_SCENARIO_DENSITY"",""evidence"":""僅空泛列出「外食、訂閱、臨時購物」等名詞，缺乏讀者在現實中面臨消費衝動或財務焦慮的具體心理場景。""}]"
24,MBTI-BASE-03,personality,mbti,personality-0003,personality-0003,/articles/personality/personality-0003,MBTI 測驗前先知道：能看什麼、不能代表什麼,MBTI 測驗,451,f595a5c67c8c42885dad072a7529cf1a0a177032d1fece32020a9c26ca512ebb,BASELINE_ONLY_NOT_EVIDENCE,GEMINI_REWRITE,HUMAN_LIGHT_EDIT,SHORT_BODY|LOW_SCENARIO_DENSITY,想用 MBTI 或人格分類理解自己與互動模式的一般讀者,搜尋「MBTI 測驗」時，多半想快速對照自己或某段關係，而不是讀理論課。,這個人格概念能幫我看見哪種偏好，哪些地方不能當成固定標籤？,YES,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_005,文章篇幅極短，缺乏深度的 MBTI 情境對照與實例，未能滿足讀者希望「對照自己或某段關係」的搜尋意圖。,"[{""code"":""SHORT_BODY"",""evidence"":""全文僅三個小節，每節僅兩句簡短段落，無法深入解說 MBTI 在資訊、決策及互動上的慣性差異。""},{""code"":""LOW_SCENARIO_DENSITY"",""evidence"":""文中雖建議「挑三個場景比較」，但並未實際示範任何具體的衝突或壓力場景分析，導致建議流於泛泛之談。""}]"
25,THEME-INTERPERSONAL-03,personality,interpersonal,interpersonal-0003,interpersonal-0003,/articles/interpersonal/interpersonal-0003,為什麼社交後很累？先分清刺激量、角色壓力與界線,社交後很累,1502,9650da6b7d632977afb61c082c5bf7ca2f938443fa8ae8c5358dc14010e08f13,BASELINE_ONLY_NOT_EVIDENCE,HUMAN_LIGHT_EDIT,KEEP,NONE,想用 MBTI 或人格分類理解自己與互動模式的一般讀者,搜尋「社交後很累」時，多半想快速對照自己或某段關係，而不是讀理論課。,這個人格概念能幫我看見哪種偏好，哪些地方不能當成固定標籤？,PARTIAL,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_005,文章情境豐富且具備可行的行動步驟，但部分段落為了帶入 SEO 關鍵字而產生不自然的語句，需由人工微調修飾以提升閱讀流暢度。,"[{""code"":""KEYWORD_STUFFING"",""evidence"":""將「社交後很累」當作固有名詞頻繁且不自然地使用，如「當社交後很累發生時」、「感到社交後很累時」，句法生硬。""},{""code"":""TEMPLATE_STRUCTURE"",""evidence"":""部分段落轉折與收尾過於公式化，常以預設情境搭配警告再給予正面建議的骨架重複出現，略微缺乏自然寫作彈性。""}]"
26,TAROT-M00,tarot,tarot,tarot-0003,tarot-0003,/articles/tarot/tarot-0003,愚者牌意思：正位、逆位、感情與工作情境怎麼看,愚者牌意思,971,2fd7a908a3e84d160e05e7ade61b16f777687fae3c00b4ff0a3cd27c0b50b6f8,BASELINE_ONLY_NOT_EVIDENCE,HUMAN_LIGHT_EDIT,GEMINI_REWRITE,SEARCH_INTENT_LAG|SHORT_BODY,正在用塔羅整理感情、工作或選擇卡點的一般讀者,搜尋「愚者牌意思」時，通常想先知道這張牌或問法能不能回答眼前問題。,這個塔羅線索現在能提醒我什麼，哪些結論不能只靠單篇文章決定？,PARTIAL,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_006,文章開頭過度著墨牌面描述，導致讀者搜尋意圖被延遲滿足；且針對感情與工作的實質情境段落過於簡短，需要人工微調擴充具體案例。,"[{""code"":""SEARCH_INTENT_LAG"",""evidence"":""「懸崖把未知變成眼前一步... 真正的路程還沒開始。」前兩段花費過多篇幅描述牌面視覺細節，延遲了讀者想知道「感情與工作情境怎麼看」的核心搜尋意圖。""},{""code"":""SHORT_BODY"",""evidence"":""「愚者牌在感情和工作裡看什麼」此一重點段落僅有短短兩句話，缺乏具體的占卜案例與情境，需要進一步擴充以符合標題承諾。""}]"
27,THEME-LOVE-03,tarot,love,love-0003,love-0003,/articles/love/love-0003,復合前要想清楚什麼？先看三個關係問題,復合前要想清楚什麼,483,cec6f38d4f600f81b30cfa83e68dd9886eb8ca4aa4403dd5e85e6372ce25d2e5,BASELINE_ONLY_NOT_EVIDENCE,GEMINI_REWRITE,HUMAN_LIGHT_EDIT,SHORT_BODY|LOW_SCENARIO_DENSITY,正在用塔羅整理感情、工作或選擇卡點的一般讀者,搜尋「復合前要想清楚什麼」時，通常想先知道這張牌或問法能不能回答眼前問題。,這個塔羅線索現在能提醒我什麼，哪些結論不能只靠單篇文章決定？,YES,PENDING_GEMINI_REVIEW,先分清是在等回覆、怕失去、想復合，還是不確定要不要繼續。,reviewer_batch_006,文章情境密度過低，說理過於抽象，且結尾帶有明顯的機器人免責模板感，未能貼近讀者真實痛點，建議交由 Gemini 重新改寫以增加真實案例與口語化表達。,"[{""code"":""LOW_SCENARIO_DENSITY"",""evidence"":""「第一，分手原因是否能被雙方說清。第二，改變是否具體到行動...」僅有點列式說明，缺乏讀者在復合前真實的情境糾結或對話範例。""},{""code"":""GENERIC_TEMPLATE"",""evidence"":""「公開文章不能替你判斷該不該復合，也不能承諾對方會改。」此句帶有強烈的 AI 免責聲明模板感，無法提供讀者針對復合情境的實質幫助與深刻見解。""}]"
28,ASTRO-LOVE-01,astro,astro,astrology-0004,astrology-0004,/articles/astrology/astrology-0004,星座感情運勢怎麼看？先分清太陽、月亮與上升,星座感情運勢,419,42df027d5557bf81d574b4e42ffd319144924b8da08ea4d822b3023e520cad34,BASELINE_ONLY_NOT_EVIDENCE,GEMINI_REWRITE,HUMAN_LIGHT_EDIT,SHORT_BODY,正在用 Pantheon 公開文章整理生活問題的一般讀者,搜尋「星座感情運勢」時，想快速找到和自己狀況相關的整理方式。,我現在卡住的是哪一層，讀完後下一步可以先確認什麼？,YES,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_006,篇幅過短且內容空泛，對太陽、月亮、上升的解說不夠具體，結尾充斥模板化的說教，未能有效解決讀者的搜尋意圖，需要全面改寫補強實質內容。,"[{""code"":""SHORT_BODY"",""evidence"":""關於標題承諾的核心概念，內文僅有「太陽星座的內容可能靠近外在表達，月亮星座則比較貼近情緒和安全感；上升星座常被用來看你如何進入關係。」一句話帶過，過於單薄。""},{""code"":""GENERIC_TEMPLATE"",""evidence"":""「讀完後挑一個能核對的下一步，例如問清楚安排、表達需求或設定等待期限。把運勢變成觀察問題，而不是把人生交給一句預測。」結尾流於空泛的套路指導，缺乏星座運勢特有的情境。""}]"
29,CHART-ZIWEI-02,fortune,ziwei,fortune-0004,fortune-0004,/articles/fortune/fortune-0004,命宮是什麼？它在紫微斗數裡代表什麼,命宮是什麼,413,0e9889bc731d621abd2ba7f0d375ea93149e84a922e8720ff3853e873ba6900a,BASELINE_ONLY_NOT_EVIDENCE,GEMINI_REWRITE,HUMAN_LIGHT_EDIT,SHORT_BODY|LOW_SCENARIO_DENSITY,想用命盤、八字或紫微整理人生課題的一般讀者,搜尋「命宮是什麼」時，想先搞懂單一概念可看什麼，不想被玄學術語淹沒。,這個命盤概念能提供哪個觀察角度，哪些仍要回到完整個人資料？,YES,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_006,文章過度依賴空泛的心理勵志語句與模板免責聲明，缺乏紫微斗數命宮的實際知識與情境舉例，需改寫加入更多命理實質內容並降低說教感。,"[{""code"":""LOW_SCENARIO_DENSITY"",""evidence"":""「是先求穩定、先試新路，還是先照顧別人的需要。」缺乏真實命宮特質（如紫微星、天機星等）的具體對照，讀者難以產生共鳴與連結。""},{""code"":""GENERIC_TEMPLATE"",""evidence"":""「命宮不能直接判定你會不會成功、結婚或賺錢，也不能把某種性格寫成不可改變的命運。」這類免責敘述過度重複，未能針對「命宮」提供更深入的紫微斗數知識。""}]"
30,THEME-CAREER-04,fortune,career,career-0004,career-0004,/articles/career/career-0004,創業前要想清楚什麼？先看資源、風險與動機,創業前要想清楚什麼,462,2cdfdbbb77292199929da6f3569171939215498700163692eb90ed9b7ffff9bf,BASELINE_ONLY_NOT_EVIDENCE,GEMINI_REWRITE,HUMAN_LIGHT_EDIT,SHORT_BODY|LOW_SCENARIO_DENSITY,想用命盤、八字或紫微整理人生課題的一般讀者,搜尋「創業前要想清楚什麼」時，想先搞懂單一概念可看什麼，不想被玄學術語淹沒。,這個命盤概念能提供哪個觀察角度，哪些仍要回到完整個人資料？,YES,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_006,文章段落間邏輯跳躍，從商業動機硬轉至命盤人格，缺乏過渡；且結尾充滿機器感的模板免責聲明，建議重新改寫以統一文章脈絡與口吻。,"[{""code"":""INCONSISTENT_CONTEXT"",""evidence"":""內文提及「命盤和人格可以補什麼？」突然切入命理玄學工具，與標題及前段的商業邏輯（動機、資源、風險）產生突兀斷裂，銜接不自然。""},{""code"":""GENERIC_TEMPLATE"",""evidence"":""「公開文章不能替你決定創業、離職或投入資金，只能幫你把條件列清楚。」結尾再度出現標準化的空泛免責句型，未能針對創業主題給出深刻收尾。""}]"
31,THEME-LIFE-04,fortune,life-direction,life-direction-0004,life-direction-0004,/articles/life-direction/life-direction-0004,人格結果怎麼看長期選擇？理解偏好，不把選項鎖死,人格選擇偏好,1583,8e9b98e48a2f7b41f41ad1f77a64ecd5ee611230f15770b7bb70d02ab42fd69e,BASELINE_ONLY_NOT_EVIDENCE,GEMINI_REWRITE,KEEP,NONE,想用命盤、八字或紫微整理人生課題的一般讀者,搜尋「人格選擇偏好」時，想先搞懂單一概念可看什麼，不想被玄學術語淹沒。,這個命盤概念能提供哪個觀察角度，哪些仍要回到完整個人資料？,PARTIAL,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_007,文章過於依賴固定結構，且每個段落的收尾都帶有強烈的 AI 說教感，未能展現真人的思考起伏。,"[{""code"":""TEMPLATE_PHRASE"",""evidence"":""段落結尾大量使用「這個整理步驟能幫你認清」、「這場試做用來擴展」、「給自己留下撤回決策的空間，代表你理解」等固定說教歸納句型。""},{""code"":""REPETITIVE_SKELETON"",""evidence"":""所有小節皆為嚴格的三段論結構，呈現「提出情境、給予建議、總結好處」的機械式寫作骨架，缺乏行文節奏變化。""}]"
32,THEME-WEALTH-04,fortune,wealth,wealth-0004,wealth-0004,/articles/wealth/wealth-0004,命盤怎麼看資源節奏？把收入、支出與承擔分開,命盤資源節奏,1529,bf8ba20958c32f5c7d062cd3dcfe48ace7341e6c9a0384982e0c982ae573b4a9,BASELINE_ONLY_NOT_EVIDENCE,GEMINI_REWRITE,HUMAN_LIGHT_EDIT,BANNED_PHRASE,想用命盤、八字或紫微整理人生課題的一般讀者,搜尋「命盤資源節奏」時，想先搞懂單一概念可看什麼，不想被玄學術語淹沒。,這個命盤概念能提供哪個觀察角度，哪些仍要回到完整個人資料？,PARTIAL,PENDING_GEMINI_REVIEW,先分清收入、支出、風險感與安全感，不把文章當成投資建議。,reviewer_batch_007,行文充滿制式的指導語氣與空泛的財務論述，將玄學概念與記帳行為生硬結合，缺乏真實生命經驗的說服力。,"[{""code"":""TEMPLATE_PHRASE"",""evidence"":""出現「其實，觀察命盤資源節奏的意義在於...」、「要把這些想法落實，最踏實的作法是...」等典型 AI 轉折與起手式。""},{""code"":""OVER_ABSTRACTION"",""evidence"":""「這種針對職涯轉換期所做的開銷防護，是維持生活秩序的關鍵」等句流於教科書說理，未能真正貼近現實財務焦慮的痛點。""}]"
33,MBTI-BASE-04,personality,mbti,personality-0004,personality-0004,/articles/personality/personality-0004,MBTI 準嗎？準確度、限制與自我理解怎麼看,MBTI 準嗎,468,0b72bc8b6b5f48891013e9ee73e617e99c17511b4b7e258b651b25aa2f215e40,BASELINE_ONLY_NOT_EVIDENCE,KEEP,HUMAN_LIGHT_EDIT,SHORT_BODY|LOW_SCENARIO_DENSITY,想用 MBTI 或人格分類理解自己與互動模式的一般讀者,搜尋「MBTI 準嗎」時，多半想快速對照自己或某段關係，而不是讀理論課。,這個人格概念能幫我看見哪種偏好，哪些地方不能當成固定標籤？,YES,PENDING_GEMINI_REVIEW,把問題改寫成一句具體情境，分清楚當下狀態、可觀察線索與不能代表的限制。,reviewer_batch_007,文章節奏明快，直指核心，沒有冗長的鋪陳與 AI 模板句，能精準解決讀者對於準確度的疑慮並給出具體建議。,"[{""code"":""HUMAN_TONE"",""evidence"":""「有人在讀到『需要獨處』時很有共鳴，卻忽略自己在工作中其實很會主動協調」用語精煉，展現自然的真人對話口吻，無多餘廢話。""},{""code"":""ACTIONABLE_NEXT_STEP"",""evidence"":""結尾收斂於「你想在下一次對話、會議或選擇裡調整哪個反應」，提供讀者明確且可立即落實的行動建議。""}]"
